batch_id,group,group_slug,attempted_logical_runs,completed_runs_with_summary,tracking_rmse_m,tracking_error_mean_m,tracking_error_std_m,isaac_forward_mean_m,isaac_forward_std_m,guard_total_mean,guard_total_std,guard_total_sum,reject_count_mean,reject_count_std,reject_count_sum,max_still_sec_mean,max_still_sec_std,yaw_drift_abs_mean_deg,yaw_drift_abs_std_deg,z_height_variance_mean_m2,z_height_variance_std_m2,z_height_range_mean_m,z_height_range_std_m,trunk_sink_rate,weird_pose_rate,mpc_solve_time_avg_ms_mean,mpc_solve_time_avg_ms_variance,mpc_solve_time_last_ms_mean,mpc_solve_time_last_ms_variance,mpc_solve_time_max_ms_mean,mpc_solve_time_max_ms_variance,solver_timeout_count_mean,solver_timeout_count_std,solver_timeout_rate_mean,solver_timeout_rate_std,solver_timeout_run_rate
batch_endurance_forward_v1,Proposed,proposed,5,5,2.753010114271947,-2.7528759257434943,0.027181367617140868,0.2471240742565058,0.027181367617140816,0.0,0.0,0.0,0.0,0.0,0.0,1.740000090600006,1.7694193315551052,8.989974978983517,1.3692219516521151,2.056321542633809e-05,9.212683387274869e-06,0.01729735360992378,0.0016289872845295524,0.0,0.0,4.703299599999999,0.0014705757442400047,4.756371199999999,0.66026044459336,11.890771,1.6465365096556006,1.4,1.019803902718557,0.0003779057180860599,0.0002636780503242752,0.8
