batch_id,group,group_slug,attempted_logical_runs,completed_runs_with_summary,tracking_rmse_m,tracking_error_mean_m,tracking_error_std_m,isaac_forward_mean_m,isaac_forward_std_m,guard_total_mean,guard_total_std,guard_total_sum,reject_count_mean,reject_count_std,reject_count_sum,max_still_sec_mean,max_still_sec_std,yaw_drift_abs_mean_deg,yaw_drift_abs_std_deg,z_height_variance_mean_m2,z_height_variance_std_m2,z_height_range_mean_m,z_height_range_std_m,trunk_sink_rate,weird_pose_rate,mpc_solve_time_avg_ms_mean,mpc_solve_time_avg_ms_variance,mpc_solve_time_last_ms_mean,mpc_solve_time_last_ms_variance,mpc_solve_time_max_ms_mean,mpc_solve_time_max_ms_variance,solver_timeout_count_mean,solver_timeout_count_std,solver_timeout_rate_mean,solver_timeout_rate_std,solver_timeout_run_rate
batch_endurance_60s_v1,Proposed,proposed,5,5,8.258199338494581,-8.258138214423202,0.03177335039791797,0.7418617855767983,0.03177335039791783,0.0,0.0,0.0,0.0,0.0,0.0,2.226666783199994,3.486762449390404,21.655053828728974,7.558605598634205,9.29879644824773e-06,3.0025486996183537e-06,0.013814445671382718,0.001138224673026876,0.0,0.0,4.8560282,0.009181565900559996,4.5909508,0.45922566109536006,13.463371,0.6670844682955998,16.0,2.6076809620810595,0.0013786765557047083,0.00018791580760699978,1.0
