batch_id,group,group_slug,attempted_logical_runs,completed_runs_with_summary,tracking_rmse_m,tracking_error_mean_m,tracking_error_std_m,isaac_forward_mean_m,isaac_forward_std_m,guard_total_mean,guard_total_std,guard_total_sum,reject_count_mean,reject_count_std,reject_count_sum,max_still_sec_mean,max_still_sec_std,yaw_drift_abs_mean_deg,yaw_drift_abs_std_deg,z_height_variance_mean_m2,z_height_variance_std_m2,z_height_range_mean_m,z_height_range_std_m,trunk_sink_rate,weird_pose_rate,mpc_solve_time_avg_ms_mean,mpc_solve_time_avg_ms_variance,mpc_solve_time_last_ms_mean,mpc_solve_time_last_ms_variance,mpc_solve_time_max_ms_mean,mpc_solve_time_max_ms_variance,solver_timeout_count_mean,solver_timeout_count_std,solver_timeout_rate_mean,solver_timeout_rate_std,solver_timeout_run_rate
batch_endurance_forward_lookahead12_v1,Proposed,proposed,3,3,2.7665671217880075,-2.7663926323226526,0.031071581699730885,0.23360736767734722,0.031071581699730746,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555839999707,0.12862041677876157,3.623686588554514,1.6794726928110402,2.204026808341788e-05,3.5892559662961293e-06,0.01824530365740454,0.002179616804195588,0.0,0.0,4.645991666666666,0.0002815984242222252,4.285979,0.1507639818499999,10.774479666666666,0.22445432819755604,1.6666666666666667,0.9428090415820634,0.00047757468628852425,0.00023952618794309636,1.0
