batch_id,group,group_slug,attempted_logical_runs,completed_runs_with_summary,tracking_rmse_m,tracking_error_mean_m,tracking_error_std_m,isaac_forward_mean_m,isaac_forward_std_m,guard_total_mean,guard_total_std,guard_total_sum,reject_count_mean,reject_count_std,reject_count_sum,max_still_sec_mean,max_still_sec_std,yaw_drift_abs_mean_deg,yaw_drift_abs_std_deg,z_height_variance_mean_m2,z_height_variance_std_m2,z_height_range_mean_m,z_height_range_std_m,trunk_sink_rate,weird_pose_rate,mpc_solve_time_avg_ms_mean,mpc_solve_time_avg_ms_variance,mpc_solve_time_last_ms_mean,mpc_solve_time_last_ms_variance,mpc_solve_time_max_ms_mean,mpc_solve_time_max_ms_variance,solver_timeout_count_mean,solver_timeout_count_std,solver_timeout_rate_mean,solver_timeout_rate_std,solver_timeout_run_rate
batch_endurance_stride008_lookahead12_v2,Proposed,proposed,3,3,2.7518215047044468,-2.751204671162329,0.05826191833804269,0.24879532883767141,0.058261918338042666,0.0,0.0,0.0,0.0,0.0,0.0,0.5888889193333474,0.12570787849634216,5.358229296815458,2.2396402327520604,3.781897749360887e-05,8.361971020402938e-06,0.01759494423667858,0.002679036507650389,0.0,0.0,4.662863000000001,0.0005660763166666674,3.751181666666666,0.003047581006888895,12.021861000000001,0.4142405462479995,2.3333333333333335,1.247219128924647,0.0006887835487314813,0.00035211900077998927,1.0
